scenario,total_epi,mean_epi,cv_epi,distal_quarter_epi_fraction,peak_epi
baseline_fast_iv,25.971785707782697,0.14428769837657054,0.03516536935851424,0.23859849119106794,0.15305516412987277
capsid_enhanced_same_input,31.723428333812862,0.17624126852118258,0.03411860823922998,0.23893191838928823,0.18662049595417568
slow_flow_local_trapping,16.120306270847806,0.08955725706026559,0.1394812639179528,0.20525119629336824,0.11153232021937459
