route_id,route,capsid_id,capsid,organ,current_dose_vg,current_dose_vg_per_kg,current_auc_isf_amount_vg_h,reference_id,reference_product,reference_auc_isf_amount_vg_h,conservative_reference_auc_isf_amount_vg_h,exposure_margin_reference_over_current,conservative_margin_over_current,assessment,evidence_grade,inference_class,uncertainty_factor,comparator_scope,evidence_note,source_url
intrathecal,Lumbar intrathecal,php-eb,PHP.eB,kidney,2800000000000000.0,40000000000000.0,206148553080853.47,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),11834755119680.465,355042653590.41394,0.057408868230274496,0.001722266046908235,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,php-eb,PHP.eB,liver,2800000000000000.0,40000000000000.0,1299927820693116.8,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),83774253241458.92,2513227597243.7676,0.0644453114302845,0.0019333593429085346,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,php-eb,PHP.eB,lung,2800000000000000.0,40000000000000.0,664136185483182.5,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),35656383326748.37,1069691499802.4509,0.05368836107131716,0.0016106508321395146,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,php-eb,PHP.eB,muscle,2800000000000000.0,40000000000000.0,5021559585131557.0,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),244451335930545.56,7333540077916.366,0.04868036150648232,0.0014604108451944694,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,php-eb,PHP.eB,rest,2800000000000000.0,40000000000000.0,6625074457201296.0,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),301949841737870.9,9058495252136.125,0.04557682237211065,0.0013673046711633193,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,php-eb,PHP.eB,spleen,2800000000000000.0,40000000000000.0,137334283459274.16,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),7289689917888.429,218690697536.65286,0.0530798991648007,0.001592396974944021,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,cap-b10,CAP-B10,brain,2800000000000000.0,40000000000000.0,6086275266756528.0,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),272131222529825.8,8163936675894.774,0.044712276491373486,0.0013413682947412047,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,cap-b10,CAP-B10,heart,2800000000000000.0,40000000000000.0,110588325323467.88,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),7019368164803.165,210581044944.09494,0.06347295832784973,0.0019041887498354917,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,cap-b10,CAP-B10,kidney,2800000000000000.0,40000000000000.0,166677309201170.12,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),11834755119680.465,355042653590.41394,0.07100399674317145,0.0021301199022951437,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,cap-b10,CAP-B10,liver,2800000000000000.0,40000000000000.0,592777860762599.0,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),83774253241458.92,2513227597243.7676,0.14132486853285095,0.004239746055985528,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,cap-b10,CAP-B10,lung,2800000000000000.0,40000000000000.0,589864698748737.2,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),35656383326748.37,1069691499802.4509,0.06044841029203004,0.001813452308760901,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,cap-b10,CAP-B10,muscle,2800000000000000.0,40000000000000.0,4623599475667099.0,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),244451335930545.56,7333540077916.366,0.05287035289648998,0.0015861105868946992,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,cap-b10,CAP-B10,rest,2800000000000000.0,40000000000000.0,6431902553689905.0,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),301949841737870.9,9058495252136.125,0.04694564931874565,0.0014083694795623692,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,cap-b10,CAP-B10,spleen,2800000000000000.0,40000000000000.0,113746816824459.3,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),7289689917888.429,218690697536.65286,0.06408697949884877,0.001922609384965463,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid-mouse-restricted-capsid,0.03,approved same route cross capsid mouse restricted capsid,approved-same-route-cross-capsid-mouse-restricted-capsid; 0.03 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,lk03,AAV-LK03,brain,2800000000000000.0,40000000000000.0,7360315132700307.0,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),272131222529825.8,27213122252982.582,0.03697276782631289,0.0036972767826312894,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid,0.1,approved same route cross capsid,approved-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,lk03,AAV-LK03,heart,2800000000000000.0,40000000000000.0,77162164001746.25,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),7019368164803.165,701936816480.3165,0.09096904234884225,0.009096904234884224,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid,0.1,approved same route cross capsid,approved-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,lk03,AAV-LK03,kidney,2800000000000000.0,40000000000000.0,180285415895869.3,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),11834755119680.465,1183475511968.0466,0.06564455067467063,0.006564455067467065,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid,0.1,approved same route cross capsid,approved-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,lk03,AAV-LK03,liver,2800000000000000.0,40000000000000.0,4008158702797673.5,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),83774253241458.92,8377425324145.893,0.020900932186887943,0.0020900932186887944,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid,0.1,approved same route cross capsid,approved-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,lk03,AAV-LK03,lung,2800000000000000.0,40000000000000.0,504988925234904.4,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),35656383326748.37,3565638332674.837,0.07060824811190103,0.007060824811190103,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid,0.1,approved same route cross capsid,approved-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,lk03,AAV-LK03,muscle,2800000000000000.0,40000000000000.0,3029665118153672.5,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),244451335930545.56,24445133593054.56,0.0806859261328256,0.008068592613282561,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid,0.1,approved same route cross capsid,approved-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,lk03,AAV-LK03,rest,2800000000000000.0,40000000000000.0,4581325071207706.0,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),301949841737870.9,30194984173787.09,0.06590884450342493,0.006590884450342494,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid,0.1,approved same route cross capsid,approved-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intrathecal,Lumbar intrathecal,lk03,AAV-LK03,spleen,2800000000000000.0,40000000000000.0,100331714981911.28,itvisma_it,ITVISMA (onasemnogene abeparvovec-brve),7289689917888.429,728968991788.8429,0.0726558887107898,0.007265588871078981,exceeds-conservative-contextual-upper-bound,exploratory,approved-same-route-cross-capsid,0.1,approved same route cross capsid,approved-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.fda.gov/media/193168/download
intramuscular,Deltoid intramuscular,aav2,AAV2,brain,2800000000000000.0,40000000000000.0,2131130825905.3257,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),359900608259.8337,35990060825.98337,0.16887776380736472,0.01688777638073647,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav2,AAV2,heart,2800000000000000.0,40000000000000.0,33511421777991.695,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2862959765509.973,286295976550.9973,0.08543235749520466,0.008543235749520465,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav2,AAV2,kidney,2800000000000000.0,40000000000000.0,86505088608352.75,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),4826364012968.45,482636401296.84503,0.05579283358484909,0.005579283358484909,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav2,AAV2,liver,2800000000000000.0,40000000000000.0,444665635408786.9,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),34110896795336.45,3411089679533.645,0.07671134011509088,0.007671134011509088,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav2,AAV2,lung,2800000000000000.0,40000000000000.0,400707598608095.56,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),14541589921917.809,1454158992191.781,0.03628977831323816,0.0036289778313238165,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav2,AAV2,muscle,2800000000000000.0,40000000000000.0,1.4936428884043107e+17,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2624880022872136.5,262488002287213.66,0.017573678710286297,0.0017573678710286296,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav2,AAV2,rest,2800000000000000.0,40000000000000.0,1817587222263554.5,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),123160725367882.78,12316072536788.28,0.06776055853567405,0.006776055853567406,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav2,AAV2,spleen,2800000000000000.0,40000000000000.0,81337724416776.83,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2970991506328.5347,297099150632.85345,0.03652661206877499,0.003652661206877499,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav5,AAV5,brain,2800000000000000.0,40000000000000.0,2353919078947.6665,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),359900608259.8337,35990060825.98337,0.15289421436727102,0.015289421436727102,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav5,AAV5,heart,2800000000000000.0,40000000000000.0,30135618782775.066,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2862959765509.973,286295976550.9973,0.09500252130699188,0.009500252130699188,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav5,AAV5,kidney,2800000000000000.0,40000000000000.0,89707431692418.55,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),4826364012968.45,482636401296.84503,0.053801161419008064,0.005380116141900807,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav5,AAV5,liver,2800000000000000.0,40000000000000.0,702073592126990.5,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),34110896795336.45,3411089679533.645,0.04858592771164436,0.004858592771164436,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav5,AAV5,lung,2800000000000000.0,40000000000000.0,763638620832684.8,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),14541589921917.809,1454158992191.781,0.019042501944259195,0.0019042501944259195,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav5,AAV5,muscle,2800000000000000.0,40000000000000.0,1.493552202018049e+17,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2624880022872136.5,262488002287213.66,0.01757474575930769,0.0017574745759307688,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav5,AAV5,rest,2800000000000000.0,40000000000000.0,2174396992348483.0,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),123160725367882.78,12316072536788.28,0.05664132437695363,0.005664132437695363,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav5,AAV5,spleen,2800000000000000.0,40000000000000.0,83968758602659.19,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2970991506328.5347,297099150632.85345,0.03538210586615064,0.0035382105866150638,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav8,AAV8,brain,2800000000000000.0,40000000000000.0,2320521592238.6616,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),359900608259.8337,35990060825.98337,0.15509470347682872,0.015509470347682873,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav8,AAV8,heart,2800000000000000.0,40000000000000.0,88174803080311.28,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2862959765509.973,286295976550.9973,0.03246913704930347,0.0032469137049303473,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav8,AAV8,kidney,2800000000000000.0,40000000000000.0,177348267460594.0,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),4826364012968.45,482636401296.84503,0.027214046587970456,0.0027214046587970457,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav8,AAV8,liver,2800000000000000.0,40000000000000.0,2349453697265667.5,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),34110896795336.45,3411089679533.645,0.01451865037180144,0.001451865037180144,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav8,AAV8,lung,2800000000000000.0,40000000000000.0,429929209875327.0,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),14541589921917.809,1454158992191.781,0.03382321923680098,0.0033823219236800988,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav8,AAV8,muscle,2800000000000000.0,40000000000000.0,1.0640354129006442e+17,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2624880022872136.5,262488002287213.66,0.024669103970106663,0.0024669103970106666,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav8,AAV8,rest,2800000000000000.0,40000000000000.0,4516867741453957.0,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),123160725367882.78,12316072536788.28,0.02726684340069651,0.0027266843400696513,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav8,AAV8,spleen,2800000000000000.0,40000000000000.0,96053121841167.95,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2970991506328.5347,297099150632.85345,0.030930712603400055,0.0030930712603400054,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav9,AAV9,brain,2800000000000000.0,40000000000000.0,14408214379333.814,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),359900608259.8337,35990060825.98337,0.024978848786151545,0.0024978848786151543,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav9,AAV9,heart,2800000000000000.0,40000000000000.0,114697799471186.38,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),2862959765509.973,286295976550.9973,0.024960895315425707,0.0024960895315425708,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav9,AAV9,kidney,2800000000000000.0,40000000000000.0,193570897285291.53,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),4826364012968.45,482636401296.84503,0.024933314256714877,0.0024933314256714877,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav9,AAV9,liver,2800000000000000.0,40000000000000.0,1383361831558253.0,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),34110896795336.45,3411089679533.645,0.02465797162909511,0.002465797162909511,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
intramuscular,Deltoid intramuscular,aav9,AAV9,lung,2800000000000000.0,40000000000000.0,583003379333599.0,glybera_im,GLYBERA (alipogene tiparvovec; historical EU authorization),14541589921917.809,1454158992191.781,0.024942548255105394,0.0024942548255105397,exceeds-conservative-contextual-upper-bound,exploratory,historical-same-route-cross-capsid,0.1,historical same route cross capsid,historical-same-route-cross-capsid; 0.1 evidence haircut applied to the PBPK-projected disclosed-dose organ AUC,https://www.ema.europa.eu/en/documents/all-authorised-presentations/glybera-epar-all-authorised-presentations_en.pdf
