capsid_id,capsid,target,model_organ,route,specificity_log10,target_concentration_auc_vg_h_ml,target_exposure_share_pct,peak_post_barrier_delivery_pct,tmax_h,tropism_multiplier,episome_half_life_days_prior,persistence_factor,evidence,species,source,model_status,max_mass_balance_error,expression_competent_episome_auc_signal,peak_vector_expression_signal,transduction_model,relative_delivery,predicted_protein_restoration_pct,peak_restoration_day,therapeutic_onset_days,therapeutic_window_days,effective_duration_days,therapeutic_threshold_pct,persistence_censored_at_730d,pd_episome_loss_rate_per_day,pd_sineup_rna_half_life_days,pd_target_protein_half_life_days,cns_profile,cns_depth_mm,cns_cell_access_factor,cns_target_layer_auc_fraction_pct
aav2,AAV2,CNS,brain,IV,-2.318209068476801,10347714892.441442,0.03268231226593537,0.0017726020683482063,16.9875,0.16,365.0,0.95,medium,preclinical + clinical ocular,https://pubmed.ncbi.nlm.nih.gov/18414476/,ode-derived,8.127267020089285e-13,1526.7505766594277,0.03702050827911306,native ode1.0 intracellular module,0.019730876150966525,57.37156349715733,16.0,0.0,0.0,0.0,65.0,False,0.0019989824962074847,0.25,2.0,,,,
aav5,AAV5,CNS,brain,IV,-2.363715848905217,11431025195.361273,0.030211310809251317,0.0019554436405591347,17.125,0.18,365.0,0.9,medium,preclinical,https://pubmed.ncbi.nlm.nih.gov/39863928/,ode-derived,5.316162109375e-13,1681.800601403126,0.04157327263815819,native ode1.0 intracellular module,0.021734656520983466,57.95018755645028,15.75,0.0,0.0,0.0,65.0,False,0.0021100370793301227,0.25,2.0,,,,
aav8,AAV8,CNS,brain,IV,-2.596712605882748,8581292346.79941,0.012873313784363025,0.001425763823621938,17.33125,0.14,365.0,1.0,strong,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005,ode-derived,2.1687825520833342e-13,1237.0352021325627,0.028753766778873955,native ode1.0 intracellular module,0.0159867556238743,56.214207057915765,16.0,0.0,0.0,0.0,65.0,False,0.0018990333713971104,0.25,2.0,,,,
aav9,AAV9,CNS,brain,IV,-1.7792239841772273,51294258224.30847,0.08162870145989676,0.009430371277708093,14.925,1.0,365.0,1.0,strong,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/,ode-derived,4.229125976562502e-13,8210.413325304162,0.27940318168136763,native ode1.0 intracellular module,0.1061068198999991,71.19136808689211,17.75,4.0,371.25,375.25,65.0,False,0.0018990333713971104,0.25,2.0,,,,
aavrh10,AAVrh.10,CNS,brain,IV,-1.5793690572530483,74916466615.5644,0.12563230304416514,0.014295382869429583,14.2375,1.55,365.0,1.0,medium,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,4.3529934353298605e-13,12382.892111287012,0.4578588910693909,native ode1.0 intracellular module,0.1600296173938083,74.76403955855913,18.5,3.0,588.75,591.75,65.0,False,0.0018990333713971104,0.25,2.0,,,,
php-eb,PHP.eB,CNS,brain,IV,-0.8376242721709978,363760251107.5104,0.6637195323539401,0.08911763044134102,10.525,12.0,365.0,0.95,exploratory,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,ode-derived,5.745951334635418e-13,68149.50188451818,3.5538374554729013,native ode1.0 intracellular module,0.8807262967443037,84.0157318663507,22.25,2.0,728.0,730.0,65.0,True,0.0019989824962074847,0.25,2.0,,,,
cap-b10,CAP-B10,CNS,brain,IV,-0.687878337393121,408401492395.42053,0.8519984762489088,0.10422562693542287,10.043750000000001,14.0,365.0,0.95,exploratory,mouse,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,8.028793334960942e-13,77378.75221443926,4.139389304052025,native ode1.0 intracellular module,1.0,84.35788531921365,22.5,2.0,728.0,730.0,65.0,True,0.0019989824962074847,0.25,2.0,,,,
lk03,AAV-LK03,CNS,brain,IV,-2.712331531031051,6397922931.210934,0.011549474613702494,0.001054201569720145,18.01875,0.1,365.0,1.05,exploratory,human-hepatocyte prior,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,3.5815429687499975e-13,906.2871307763743,0.01978203419202691,native ode1.0 intracellular module,0.011712351321778702,54.77172977480643,16.0,0.0,0.0,0.0,65.0,False,0.0018086032108543908,0.25,2.0,,,,
aav2,AAV2,Liver,liver,IV,0.36649539114721724,3499985893080.662,26.254166117682367,3.6751707011842325,4.54375,0.3,1095.0,0.95,medium,preclinical + clinical ocular,https://pubmed.ncbi.nlm.nih.gov/18414476/,ode-derived,8.127267020089285e-13,1919.5318782159804,488.2562574955609,native ode1.0 intracellular module,0.9986523592082137,84.42419605093637,25.75,2.0,728.0,730.0,65.0,True,0.0006663274987358282,0.25,2.0,,,,
aav5,AAV5,Liver,liver,IV,0.4261790619738966,4716022027495.194,29.602188906919498,5.1687930196877705,4.0625,0.55,1095.0,0.9,medium,preclinical,https://pubmed.ncbi.nlm.nih.gov/39863928/,ode-derived,5.316162109375e-13,1920.3892312464527,488.4557579538712,native ode1.0 intracellular module,0.9990984042238095,84.4232268500785,25.75,2.0,728.0,730.0,65.0,True,0.0007033456931100409,0.25,2.0,,,,
aav8,AAV8,Liver,liver,IV,0.7245801264659744,9063794615071.547,32.293218220894516,10.026605004217236,3.5125,2.2,1095.0,1.0,strong,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005,ode-derived,2.1687825520833342e-13,1921.9096469202068,488.8095023760149,native ode1.0 intracellular module,0.9998894130717494,84.42918481319028,26.0,2.0,728.0,730.0,65.0,True,0.0006330111237990368,0.25,2.0,,,,
aav9,AAV9,Liver,liver,IV,0.49408677527178135,6114290702458.832,23.10914253780132,6.951295532235205,3.6500000000000004,1.0,1095.0,1.0,strong,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/,ode-derived,4.229125976562502e-13,1921.1126560267735,488.62408331551336,native ode1.0 intracellular module,0.9994747719579304,84.42814715435544,26.0,2.0,728.0,730.0,65.0,True,0.0006330111237990368,0.25,2.0,,,,
aavrh10,AAVrh.10,Liver,liver,IV,0.48344848119744055,5559987676372.52,22.144275612032075,6.325291926776074,3.71875,0.82,1095.0,1.0,medium,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,4.3529934353298605e-13,1920.8848451833564,488.57108063017523,native ode1.0 intracellular module,0.9993562514796756,84.42785040456255,26.0,2.0,728.0,730.0,65.0,True,0.0006330111237990368,0.25,2.0,,,,
php-eb,PHP.eB,Liver,liver,IV,0.42324584333607973,4574238127462.227,19.82219485575827,5.138753371701844,3.9250000000000003,0.55,1095.0,0.95,exploratory,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,ode-derived,5.745951334635418e-13,1920.3891746877784,488.45575287643084,native ode1.0 intracellular module,0.9990983747986907,84.42531445183073,25.75,2.0,728.0,730.0,65.0,True,0.0006663274987358282,0.25,2.0,,,,
cap-b10,CAP-B10,Liver,liver,IV,0.24751189063576182,2758196867062.131,13.665967149388837,2.830161694565861,4.8875,0.2,1095.0,0.95,exploratory,mouse,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,8.028793334960942e-13,1918.8781266570675,488.10413462976834,native ode1.0 intracellular module,0.9983122395446365,84.42334256535973,25.75,2.0,728.0,730.0,65.0,True,0.0006663274987358282,0.25,2.0,,,,
lk03,AAV-LK03,Liver,liver,IV,0.8865658238759025,10458136646854.082,44.83747528601491,11.245292824495822,3.58125,2.8,1095.0,1.05,exploratory,human-hepatocyte prior,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,3.5815429687499975e-13,1922.1222085109682,488.85895074136596,native ode1.0 intracellular module,1.0,84.43117692656861,26.0,2.0,728.0,730.0,65.0,True,0.0006028677369514636,0.25,2.0,,,,
aav2,AAV2,Heart,heart,IV,-0.15428351109285193,1373214301080.2656,1.0300783339445163,0.23975604287792396,1.3461538461538463,0.28,300.0,0.95,medium,preclinical + clinical ocular,https://pubmed.ncbi.nlm.nih.gov/18414476/,surrogate,8.127267020089285e-13,26091071720.525047,1373214301080.2656,PBPK ISF-driven reduced cellular surrogate,0.5388791775220846,82.27539214862104,20.5,2.25,727.75,730.0,65.0,True,0.002432095370385773,0.25,2.0,,,,
aav5,AAV5,Heart,heart,IV,-0.28180365007531516,1285586606741.289,0.8069550431929153,0.2207724763147416,1.3615384615384616,0.25,300.0,0.9,medium,preclinical,https://pubmed.ncbi.nlm.nih.gov/39863928/,surrogate,5.316162109375e-13,24426145528.084488,1285586606741.289,PBPK ISF-driven reduced cellular surrogate,0.5044921631890723,81.98184592181718,20.0,2.25,727.75,730.0,65.0,True,0.002567211779851649,0.25,2.0,,,,
aav8,AAV8,Heart,heart,IV,-0.16843419152021558,2098317174743.5752,0.7476053606507079,0.38694862163179305,1.1076923076923078,0.72,300.0,1.0,strong,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005,surrogate,2.1687825520833342e-13,39868026320.12792,2098317174743.5752,PBPK ISF-driven reduced cellular surrogate,0.8234253258335307,83.80184944457193,21.75,2.0,728.0,730.0,65.0,True,0.0023104906018664843,0.25,2.0,,,,
aav9,AAV9,Heart,heart,IV,-0.04443355611934015,2475259751250.1416,0.9355317434730244,0.4596104513739041,1.1153846153846154,1.0,300.0,1.0,strong,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/,surrogate,4.229125976562502e-13,47029935273.752686,2475259751250.1416,PBPK ISF-driven reduced cellular surrogate,0.9713457963974627,84.26717562470442,22.0,2.0,728.0,730.0,65.0,True,0.0023104906018664843,0.25,2.0,,,,
aavrh10,AAVrh.10,Heart,heart,IV,0.009167107509240076,2548278646420.678,1.014926434502671,0.47416430040872787,1.123076923076923,1.05,300.0,1.0,medium,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,surrogate,4.3529934353298605e-13,48417294281.992874,2548278646420.678,PBPK ISF-driven reduced cellular surrogate,1.0,84.34262590320665,22.25,2.0,728.0,730.0,65.0,True,0.0023104906018664843,0.25,2.0,,,,
php-eb,PHP.eB,Heart,heart,IV,-0.02963925508155771,2122502822967.1387,0.9197742523757376,0.395271425392492,1.1615384615384616,0.72,300.0,0.95,exploratory,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,surrogate,5.745951334635418e-13,40327553636.37564,2122502822967.1387,PBPK ISF-driven reduced cellular surrogate,0.8329163005577961,83.82954731909894,21.5,2.0,728.0,730.0,65.0,True,0.002432095370385773,0.25,2.0,,,,
cap-b10,CAP-B10,Heart,heart,IV,0.028562022624904412,1920110727909.7205,0.9513523289130851,0.3577353338504219,1.2153846153846155,0.58,300.0,0.95,exploratory,mouse,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,surrogate,8.028793334960942e-13,36482103830.28469,1920110727909.7205,PBPK ISF-driven reduced cellular surrogate,0.7534932377221446,83.51745751780244,21.25,2.0,728.0,730.0,65.0,True,0.002432095370385773,0.25,2.0,,,,
lk03,AAV-LK03,Heart,heart,IV,-0.2957618286477058,1557617073407.4888,0.6678017259890329,0.27628556349239963,1.1923076923076923,0.38,300.0,1.05,exploratory,human-hepatocyte prior,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,surrogate,3.5815429687499975e-13,29594724394.742287,1557617073407.4888,PBPK ISF-driven reduced cellular surrogate,0.6112428386100256,82.79565124467825,21.0,2.0,728.0,730.0,65.0,True,0.0022004672398728423,0.25,2.0,,,,
aav2,AAV2,Muscle,muscle,IV,-0.5502709419188989,595044027349.4584,24.244159451229326,1.3650740374223078,16.78125,0.22,1460.0,0.95,medium,preclinical + clinical ocular,https://pubmed.ncbi.nlm.nih.gov/18414476/,surrogate,8.127267020089285e-13,614085436224.6409,595044027349.4584,PBPK ISF-driven reduced cellular surrogate,0.3840494688159598,80.85372740359654,24.25,2.25,727.75,730.0,65.0,True,0.0004997456240518712,0.25,2.0,,,,
aav5,AAV5,Muscle,muscle,IV,-0.6452951462907455,588731664495.4773,20.072038985124998,1.3432731369260764,16.918750000000003,0.22,1460.0,0.9,medium,preclinical,https://pubmed.ncbi.nlm.nih.gov/39863928/,surrogate,5.316162109375e-13,607571077759.3328,588731664495.4773,PBPK ISF-driven reduced cellular surrogate,0.379975384395949,80.79491919450118,24.0,2.25,727.75,730.0,65.0,True,0.0005275092698325307,0.25,2.0,,,,
aav8,AAV8,Muscle,muscle,IV,-0.34091807684696945,1498453295051.7908,28.998169151801143,4.011182189975836,13.343750000000002,0.95,1460.0,1.0,strong,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005,surrogate,2.1687825520833342e-13,1546403800493.4478,1498453295051.7908,PBPK ISF-driven reduced cellular surrogate,0.9671220372945548,84.35401763986266,26.75,2.0,728.0,730.0,65.0,True,0.0004747583428492776,0.25,2.0,,,,
aav9,AAV9,Muscle,muscle,IV,-0.28476126651009664,1549394220447.7024,31.807224630852502,4.242717348548082,12.93125,1.0,1460.0,1.0,strong,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/,surrogate,4.229125976562502e-13,1598974835502.0288,1549394220447.7024,PBPK ISF-driven reduced cellular surrogate,1.0,84.43860165248212,26.75,2.0,728.0,730.0,65.0,True,0.0004747583428492776,0.25,2.0,,,,
aavrh10,AAVrh.10,Muscle,muscle,IV,-0.2605992617949898,1509838116710.511,32.66210199574064,4.126954662663689,13.0,0.95,1460.0,1.0,medium,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,surrogate,4.3529934353298605e-13,1558152936445.2473,1509838116710.511,PBPK ISF-driven reduced cellular surrogate,0.9744699552798374,84.37337989576773,26.75,2.0,728.0,730.0,65.0,True,0.0004747583428492776,0.25,2.0,,,,
php-eb,PHP.eB,Muscle,muscle,IV,-0.25111072834074605,1389032031666.5288,32.694246199284066,3.7538970975839914,13.20625,0.82,1460.0,0.95,exploratory,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,surrogate,5.745951334635418e-13,1433481056679.858,1389032031666.5288,PBPK ISF-driven reduced cellular surrogate,0.8965000729544246,84.1514584050539,26.25,2.0,728.0,730.0,65.0,True,0.0004997456240518712,0.25,2.0,,,,
cap-b10,CAP-B10,Muscle,muscle,IV,-0.18496191908654738,1293197568377.7612,34.80215101949299,3.4806415334292886,13.275,0.72,1460.0,0.95,exploratory,mouse,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,surrogate,8.028793334960942e-13,1334579890565.8496,1293197568377.7612,PBPK ISF-driven reduced cellular surrogate,0.8346472132857755,83.94983047452212,26.25,2.0,728.0,730.0,65.0,True,0.0004997456240518712,0.25,2.0,,,,
lk03,AAV-LK03,Muscle,muscle,IV,-0.5522193679322479,907208688959.9448,21.126139135021123,2.1821397280370185,15.68125,0.42,1460.0,1.05,exploratory,human-hepatocyte prior,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,surrogate,3.5815429687499975e-13,936239367006.6631,907208688959.9448,PBPK ISF-driven reduced cellular surrogate,0.5855247663811499,82.7615511820948,25.5,2.0,728.0,730.0,65.0,True,0.0004521508027135977,0.25,2.0,,,,
aav2,AAV2,Kidney,kidney,IV,0.09071779569810597,2258214639241.7764,9.004610382347302,1.5550651372218398,2.89375,0.45,90.0,0.95,medium,preclinical + clinical ocular,https://pubmed.ncbi.nlm.nih.gov/18414476/,ode-derived,8.127267020089285e-13,127998.37137220832,1417.4795884425118,native ode1.0 intracellular module,0.9601647217337301,83.9730635113351,18.25,2.0,360.0,362.0,65.0,False,0.008106984567952577,0.25,2.0,,,,
aav5,AAV5,Kidney,kidney,IV,0.00010345404126727916,2313531222120.5312,7.719534962973113,1.5820116466702363,2.825,0.48,90.0,0.9,medium,preclinical,https://pubmed.ncbi.nlm.nih.gov/39863928/,ode-derived,5.316162109375e-13,127816.465277327,1417.283494040317,native ode1.0 intracellular module,0.9588001745672237,83.94983603241289,18.0,2.0,341.0,343.0,65.0,False,0.008557372599505498,0.25,2.0,,,,
aav8,AAV8,Kidney,kidney,IV,0.014958111532267122,3058813990761.467,5.793247891300464,2.2139867758266494,2.275,0.9,90.0,1.0,strong,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005,ode-derived,2.1687825520833342e-13,131571.15661800143,1425.6947915981289,native ode1.0 intracellular module,0.9869655498580648,84.0671498969218,18.5,2.0,382.5,384.5,65.0,False,0.007701635339554948,0.25,2.0,,,,
aav9,AAV9,Kidney,kidney,IV,0.08846672652736236,3229341839445.1094,6.48812995718217,2.395872665024994,2.34375,1.0,90.0,1.0,strong,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/,ode-derived,4.229125976562502e-13,133308.76304337333,1428.586964818641,native ode1.0 intracellular module,1.0,84.10311622732311,18.5,2.0,384.25,386.25,65.0,False,0.007701635339554948,0.25,2.0,,,,
aavrh10,AAVrh.10,Kidney,kidney,IV,0.05689867748109586,2802860338383.3887,5.934127593762324,2.045244872194787,2.48125,0.75,90.0,1.0,medium,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,4.3529934353298605e-13,130618.61502044935,1424.3256220910368,native ode1.0 intracellular module,0.979820171146223,84.04706047049106,18.5,2.0,381.5,383.5,65.0,False,0.007701635339554948,0.25,2.0,,,,
php-eb,PHP.eB,Kidney,kidney,IV,0.07592299022309348,2621596158505.8154,6.039020951152534,1.9054464557750082,2.55,0.65,90.0,0.95,exploratory,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,ode-derived,5.745951334635418e-13,129680.72561850946,1422.673478612601,native ode1.0 intracellular module,0.9727847041556942,84.00981807879444,18.25,2.0,361.5,363.5,65.0,False,0.008106984567952577,0.25,2.0,,,,
cap-b10,CAP-B10,Kidney,kidney,IV,0.11196896546823808,2263228697897.289,5.960892994686212,1.6236402675905404,2.825,0.48,90.0,0.95,exploratory,mouse,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,8.028793334960942e-13,127053.33008254178,1418.1396023145096,native ode1.0 intracellular module,0.9530756056989571,83.95202596593244,18.25,2.0,359.0,361.0,65.0,False,0.008106984567952577,0.25,2.0,,,,
lk03,AAV-LK03,Kidney,kidney,IV,-0.08381867541723588,2434236166577.422,5.547755615970756,1.651425175082009,2.55,0.55,90.0,1.05,exploratory,human-hepatocyte prior,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,3.5815429687499975e-13,127094.08209639521,1416.9879875435092,native ode1.0 intracellular module,0.9533813021357335,83.98624432455698,18.5,2.0,396.75,398.75,65.0,False,0.007334890799576141,0.25,2.0,,,,
aav2,AAV2,Eye,brain,local ocular,0.6537622079229555,776078616933.1082,0.8711045194085627,0.13294515512611546,16.9875,12.0,540.0,0.95,medium,preclinical + clinical ocular,https://pubmed.ncbi.nlm.nih.gov/18414476/,surrogate,8.127267020089285e-13,114506.29324945707,2.7765381209334796,native ode1.0 intracellular module,1.0,84.39065573493801,23.75,2.0,728.0,730.0,65.0,True,0.0013511640946587628,0.25,2.0,,,,
aav5,AAV5,Eye,brain,local ocular,-0.14186709928886027,152413669271.48364,0.38375234540808834,0.026072581874121797,17.125,2.4,540.0,0.9,medium,preclinical,https://pubmed.ncbi.nlm.nih.gov/39863928/,surrogate,5.316162109375e-13,22424.008018708348,0.5543103018421092,native ode1.0 intracellular module,0.19583210129644704,76.42194923662126,19.75,2.75,727.25,730.0,65.0,True,0.0014262287665842495,0.25,2.0,,,,
aav8,AAV8,Eye,brain,local ocular,0.1669827280899259,398417144672.8297,0.47005843961770977,0.06619617752530425,17.33125,6.5,540.0,1.0,strong,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005,surrogate,2.1687825520833342e-13,57433.77724186898,1.3349963147334334,native ode1.0 intracellular module,0.5015774732725556,82.05662261390678,22.25,2.25,727.75,730.0,65.0,True,0.0012836058899258246,0.25,2.0,,,,
aav9,AAV9,Eye,brain,local ocular,-0.3812839755051897,102588516448.61694,0.16299130754411198,0.018860742555416185,14.925,2.0,540.0,1.0,strong,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/,surrogate,4.229125976562502e-13,16420.826650608324,0.5588063633627353,native ode1.0 intracellular module,0.14340545121685863,73.92834158596735,19.5,3.25,726.75,730.0,65.0,True,0.0012836058899258246,0.25,2.0,,,,
aavrh10,AAVrh.10,Eye,brain,local ocular,-0.41751823731197724,86999767682.59093,0.14586125432230856,0.01660108978385371,14.2375,1.8000000000000003,540.0,1.0,medium,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,surrogate,4.3529934353298605e-13,14380.132774397822,0.5317070993063895,native ode1.0 intracellular module,0.1255837768066604,72.78154930714433,19.25,3.5,681.5,685.0,65.0,False,0.0012836058899258246,0.25,2.0,,,,
php-eb,PHP.eB,Eye,brain,local ocular,-0.9168055182186227,24250683407.16736,0.04426624994563964,0.005941175362756068,10.525,0.8,540.0,0.95,exploratory,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,surrogate,5.745951334635418e-13,4543.300125634545,0.23692249703152676,native ode1.0 intracellular module,0.039677296301407323,62.41117349866649,17.5,0.0,0.0,0.0,65.0,False,0.0013511640946587628,0.25,2.0,,,,
cap-b10,CAP-B10,Eye,brain,local ocular,-0.8919983200490458,20420074619.771027,0.04261717095068364,0.005211281346771143,10.043750000000001,0.7,540.0,0.95,exploratory,mouse,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,surrogate,8.028793334960942e-13,3868.9376107219623,0.20696946520260123,native ode1.0 intracellular module,0.033787991043368326,61.12217247374656,17.5,0.0,0.0,0.0,65.0,False,0.0013511640946587628,0.25,2.0,,,,
lk03,AAV-LK03,Eye,brain,local ocular,-0.9164515136869759,31989614656.05467,0.05761429011230476,0.005271007848600726,18.01875,0.5,540.0,1.05,exploratory,human-hepatocyte prior,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,surrogate,3.5815429687499975e-13,4531.435653881871,0.09891017096013455,native ode1.0 intracellular module,0.0395736821557042,62.40497601831309,17.75,0.0,0.0,0.0,65.0,False,0.0012224817999293568,0.25,2.0,,,,
aav2,AAV2,CNS,brain,IV,-2.3160756797732804,10347714892.441442,0.03268231226593537,0.0017726020683482063,16.9875,0.16,365.0,0.95,medium,preclinical + clinical ocular,https://pubmed.ncbi.nlm.nih.gov/18414476/,ode-derived,8.127267020089285e-13,4.347785090546139e-05,0.03702050827911306,ode1.0 BBB output -> 3-depth CNS transport -> intracellular transduction ODE,0.01727000102493343,56.61669787104808,16.0,0.0,0.0,0.0,65.0,False,0.0019989824962074847,0.25,2.0,cortical_excitatory,0.8,0.9,33.49747980656226
aav5,AAV5,CNS,brain,IV,-2.3615343960440076,11431025195.361273,0.030211310809251317,0.0019554436405591347,17.125,0.18,365.0,0.9,medium,preclinical,https://pubmed.ncbi.nlm.nih.gov/39863928/,ode-derived,5.316162109375e-13,4.7923979597131116e-05,0.04157327263815819,ode1.0 BBB output -> 3-depth CNS transport -> intracellular transduction ODE,0.019036064559883287,57.154154743265096,15.75,0.0,0.0,0.0,65.0,False,0.0021100370793301227,0.25,2.0,cortical_excitatory,0.8,0.9,33.50118723853372
aav8,AAV8,CNS,brain,IV,-2.593797943291455,8581292346.79941,0.012873313784363025,0.001425763823621938,17.33125,0.14,365.0,1.0,strong,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005,ode-derived,2.1687825520833342e-13,3.521947621232739e-05,0.028753766778873955,ode1.0 BBB output -> 3-depth CNS transport -> intracellular transduction ODE,0.013989660887495925,55.55453782320908,16.0,0.0,0.0,0.0,65.0,False,0.0018990333713971104,0.25,2.0,cortical_excitatory,0.8,0.9,33.55779431983259
aav9,AAV9,CNS,brain,IV,-1.779197142298188,51294258224.30847,0.08162870145989676,0.009430371277708093,14.925,1.0,365.0,1.0,strong,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/,ode-derived,4.229125976562502e-13,0.0002348578373041172,0.27940318168136763,ode1.0 BBB output -> 3-depth CNS transport -> intracellular transduction ODE,0.09328876672803223,70.01445398964307,17.5,4.25,303.25,307.5,65.0,False,0.0018990333713971104,0.25,2.0,cortical_excitatory,0.8,0.9,33.335393587351874
aavrh10,AAVrh.10,CNS,brain,IV,-1.5803341196581129,74916466615.5644,0.12563230304416514,0.014295382869429583,14.2375,1.55,365.0,1.0,medium,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,4.3529934353298605e-13,0.00035616220635219616,0.4578588910693909,ode1.0 BBB output -> 3-depth CNS transport -> intracellular transduction ODE,0.14147253235031318,73.73104912358637,18.25,3.25,523.5,526.75,65.0,False,0.0018990333713971104,0.25,2.0,cortical_excitatory,0.8,0.9,33.25934429379505
php-eb,PHP.eB,CNS,brain,IV,-0.8443442983070187,363760251107.5104,0.6637195323539401,0.08911763044134102,10.525,12.0,365.0,0.95,exploratory,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/,ode-derived,5.745951334635418e-13,0.002174146556398361,3.5538374554729013,ode1.0 BBB output -> 3-depth CNS transport -> intracellular transduction ODE,0.8636009479631092,83.95952194371688,22.25,2.0,728.0,730.0,65.0,True,0.0019989824962074847,0.25,2.0,cortical_excitatory,0.8,0.9,32.8215222155014
cap-b10,CAP-B10,CNS,brain,IV,-0.695360609783511,408401492395.42053,0.8519984762489088,0.10422562693542287,10.043750000000001,14.0,365.0,0.95,exploratory,mouse,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,8.028793334960942e-13,0.0025175360929446723,4.139389304052025,ode1.0 BBB output -> 3-depth CNS transport -> intracellular transduction ODE,1.0,84.35788531921365,22.5,2.0,728.0,730.0,65.0,True,0.0019989824962074847,0.25,2.0,cortical_excitatory,0.8,0.9,32.763966475852804
lk03,AAV-LK03,CNS,brain,IV,-2.7091057169333532,6397922931.210934,0.011549474613702494,0.001054201569720145,18.01875,0.1,365.0,1.05,exploratory,human-hepatocyte prior,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/,ode-derived,3.5815429687499975e-13,2.5849499636379747e-05,0.01978203419202691,ode1.0 BBB output -> 3-depth CNS transport -> intracellular transduction ODE,0.01026777717659035,54.25085913631143,16.0,0.0,0.0,0.0,65.0,False,0.0018086032108543908,0.25,2.0,cortical_excitatory,0.8,0.9,33.58184551095948
aav2,AAV2,CNS,brain,IV,-2.4150826202638918,10347714892.441442,0.03268231226593537,0.0017726020683482063,16.9875,0.16,346.75,0.95,medium,preclinical + clinical ocular,https://pubmed.ncbi.nlm.nih.gov/18414476/,ode-derived,8.127267020089285e-13,3.2148701583454294e-05,0.03702050827911306,ode1.0 BBB output -> 3-depth CNS transport -> intracellular transduction ODE,0.01718937273376608,56.584155376112555,15.75,0.0,0.0,0.0,65.0,False,0.0021041921012710367,0.25,2.0,cortical_inhibitory,1.2,0.68,26.66890556235182
